ID|CODE|MANU_INFO|DESCRIPTION|BUILDINGID
2834|X755|HUDSON|BAND LOCKER #84|63
2835|X757|HUDSON|BAND LOCKER #98 & #48|63
2836|X758|HUDSON|BAND LOCKER #29 & #1|63
2837|X759|HUDSON|BAND LOCKER #81|63
2838|X760|HUDSON|BAND LOCKER #64|63
2839|X761|HUDSON|BAND LOCKER #8 & #54|63
2840|X762|HUDSON|BAND LOCKER #79 & #53|63
2841|X763|HUDSON|BAND LOCKER #18 & #9|63
2842|X765|HUDSON|BAND LOCKER #96 & #24|63
2843|X766|X766|TICKET STORAGE LOCKER 86&20|15
2844|X767|HUDSON|BAND LOCKER #59|63
2845|X769|HUDSON|BAND LOCKER #66 & #104|63
2846|X770|HUDSON|BAND LOCKER #91|63
2847|X771|HUDSON|BAND LOCKER #92|63
2848|X773|HUDSON|BAND LOCKER #88|63
2849|X774|HUDSON|BAND LOCKER #47|63
2850|X775|HUDSON|BAND LOCKER #90|63
2851|X776|HUDSON|BAND LOCKER #11|63
2852|X777|HUDSON|BAND LOCKER #7|63
2853|X778|HUDSON|BAND LOCKER #55 & #100|63
2854|X779|HUDSON|BAND LOCKER #63|63
2855|X780|HUDSON|BAND LOCKER #27 & #78|63
2856|X782|HUDSON|BAND LOCKER #34|63
2857|X783|HUDSON|BAND LOCKER #38|63
2858|X787|HUDSON|BAND LOCKER #103|63
2859|X788|HUDSON|BAND LOCKER #73|63
2860|X790|HUDSON|BAND LOCKER #82|63
2861|X791|HUDSON|BAND LOCKER #102|63
2862|X792|HUDSON|BAND LOCKER #101|63
2863|X793|HUDSON|BAND LOCKER #49|63
2864|X797|HUDSON|BAND LOCKER #52 & #62|63
2865|X798|HUDSON|BAND LOCKER #51|63
2866|X799|HUDSON|BAND LOCKER #70|63
2867|X8|LA45453X|HOSPITAL new corner offices|20
2868|X800|HUDSON|BAND LOCKER #58 & #40|63
2869|X801|HUDSON|BAND LOCKER #94|63
2870|X802|HUDSON|BAND LOCKER #74 & #16|63
2871|X803|HUDSON|BAND LOCKER #41 & #68|63
2872|X804|HUDSON|BAND LOCKER #71|63
2873|X805|HUDSON|BAND LOCKER #83|63
2874|X806|HUDSON|BAND LOCKER #95 & #19|63
2875|X807|HUDSON|BAND LOCKER #85|63
2876|X808|HUDSON|BAND LOCKER #5 & #43|63
2877|X809|HUDSON|BAND LOCKER #61 & #35|63
2878|X810|HUDSON|BAND LOCKER #36|63
2879|X811|HUDSON|BAND LOCKER #42 & #72|63
2880|X812|HUDSON|BAND LOCKER #87 & #32|63
2881|X813|HUDSON|BAND LOCKER #23|63
2882|X815|HUDSON|BAND LOCKER #56|63
2883|X816|HUDSON|BAND LOCKER #89|63
2884|X818|HUDSON|BAND LOCKER #3 & #31|63
2885|X820|HUDSON|BAND LOCKER #25 & #97|63
2886|X822|HUDSON|BAND LOCKER #22|63
2887|X823|HUDSON|BAND LOCKER #17 & #75|63
2888|X824|HUDSON|BAND LOCKER #60|63
2889|X825|HUDSON|BAND LOCKER #50|63
2890|X826|HUDSON|BAND LOCKER #37|63
2891|X828|HUDSON|BAND LOCKER #10 & #6|63
2892|X829|HUDSON|BAND LOCKER #105|63
2893|X831|HUDSON|BAND LOCKER #28|63
2894|X832|HUDSON|BAND LOCKER #65|63
2895|X834|HUDSON|BAND LOCKER #21 & #76|63
2896|X836|HUDSON|BAND LOCKER #77 & #46|63
2897|X838|HUDSON|BAND LOCKER #67 & #80|63
2898|X840|HUDSON|BAND LOCKER #33 & #32|63
2899|X841|HUDSON|BAND LOCKER #45|63
2900|X842|HUDSON|BAND LOCKER #13|63
2901|X843|HUDSON|BAND LOCKER #14|63
2902|X845|HUDSON|BAND LOCKER #4|63
2903|X846|HUDSON|BAND LOCKER #12|63
2904|X848|HUDSON|BAND LOCKER #44|63
2905|X849|HUDSON|BAND LOCKER #39|63
2906|X9|LA45457X|HOSPITAL ROOM B|20
2907|Y|LC08600X|performance hall|6
2908|YALE 218|YALE 218|TYPING RM FILE|62
2909|BSHB1|C52743|BRASHIER UPSTAIRS AND 1ST OFF|155
2910|JAA147|LA96369|UP APARTMENT 101|56
2911|JAA148|LA16369|UP APARTMENT 105|56
2912|JAA149|LA58769|UP APARTMENT 108|56
2913|Y1|LC08073X|SPEECH CLASSROOM 22|6
2914|Y1B|LC08455X|SPEECH - CLOSETS IN 1,2,3,& 4|5
2915|Y10|LC08275X|SPEECH OFFICE 19|6
2916|Y1000|YALE|VENDING OFFICE DESK|159
2917|Y11|LC08273X|SPEECH - BOTH STAGE ENTRANCES|6
2918|Y12|LC08057X|SPEECH NOT IN USE AT TIME|6
2919|Y13|LC08277X|SPEECH OFFICE/CONF ROOM 26|6
2920|Y14|LC08453X|SPEECH - STAGE WORK ROOM|6
2921|Y15|LC08415X|SPEECH - STAGE STORAGE|6
2922|Y16|LC08413X|SPEECH - STORAGE|6
2923|FY17*|LC08417X|SPEECH - CLEAN UP CLOSET|6
2924|Y18|LC08273X|SPEECH - BOTH EQUIPMENT ROOMS|6
2925|Y2|LC08075X|SPEECH CLASSROOM 23|6
2926|Y20|LC08813X|SPEECH OFFICE 22|6
2927|Y21|LC08817X|SPEECH OFFICE 25|6
2928|Y22|LC08833X|SPEECH OFFICE 24|6
2929|Y23|LC08835X|SPEECH OFFICE 23|6
2930|Y24|LC08837X|CDC, SUPERVISOR'S OFFICE|5
2931|Y3|LC08217X|SPEECH - MEN'S DRESSING ROOM|6
2932|Y3A|LC08475X|SPEECH OFFICE 5A|6
2933|Y3B|LC08477X|SPEECH OFFICE 6A|6
2934|Y4|LC08233X|SPEECH - LADIES' DRESSING RM|6
2935|Y4A|LC08033X|SPEECH CLASSROOM 7 CLOSET|6
2936|JAA216|LA18763|UP APARTMENT 136|57
2937|Y5|LC08077X|SPEECH OFFICE 20|6
2938|L005   (A)|HUDSON|PRESS ELEMENTARY AUTHORS FILE|40
2939|Y5B|LC08053X|SPEECH OFFICE 10A|6
2940|Y6|LC08815X|SPEECH OFFICE 21|6
2941|Y6A|LC08055X|SPEECH NOT IN USE AT THIS TIM|6
2942|Y7|LC08257X|SPEECH EXTERIOR DOOR & LOUNGE|6
2943|Y8|LC08435X|CDC JANITORIAL CLOSETS|6
2944|Y9|LC08437X|SPEECH NOT IN USE AT THIS TIM|6
2945|JWG9|LE92305|CVA GUEST ROOM C-108|39
2946|JWG10|LE54705|CVA GUEST ROOM C-109|39
2947|JWG11|LE74705|CVA GUEST ROOM C-110|39
2948|JWG12|LE94705|CVA GUEST ROOM C-111|39
2949|JWG13|LE14705|CVA GUEST ROOM C-112|39
2950|JWG14|LE54105|CVA GUEST ROOM C-114|39
2951|JWG15|LE74105|CVA GUEST ROOM C-115|39
2952|JWG16|LE94105|CVA GUEST ROOM C-116|39
2953|JWG17|LE14105|CVA GUEST ROOM C-117|39
2954|JWG18|LE54305|CVA GUEST ROOM C-118|39
2955|JWG19|LE74305|FINE ARTS GUEST ROOM A|13
2956|JWG20|LE94305|FINE ARTS GUEST ROOM B|13
2957|JWG21|LE14305|FINE ARTS GUEST ROOM C|13
2958|JW3|LE12305|CVA C WING KITCHEN (6)|39
2959|LX41|10L398|LOCKOUT PADLOCK|67
2960|JW10|LJ52705|CVA APARTMENT C-105 - NIU|39
2961|BP536|BAUER|SAS AUTO MICROMETER CABINET|47
2962|C410A|22240|UNUSUAL FILMS CREDENZA|16
2963|HON132|ESP|BJES ROOM 5E DESK|43
2964|2016|2016|CONSTRUCTION EQUIPMENT ROOM|68
2965|D141|D141|GYM FILE CABINET|21
2966|3210|MASTER|PUBLIC SAFETY PADLOCK|38
2967|LL239  (A)|YALE|ANNEX PRESS DESK|40
2968|C591A  (A)|24666|AD BUILDING BREAK ROOM CABS|3
2969|244|NATIONAL|ANNEX PRESS FILE CABINET|40
2970|243|NATIONAL|ED TECH FILE CABINET|47
2971|HON212|ESP|ANNEX PRESS DESK|40
2972|ISC1|LJ66355X|ISC WAREHOUSE & INNER STORAGE|45
2973|HON350 (E)|HUDSON|ED TECH FILE CABINET|47
2974|ML34|72747|TRANSPORTATION TRAILER 633|66
2975|1137B|1137B|PHOTO COPIER COIN BOX|37
2976|GF690|GF690|RECORDS OFFICE DESK, BAYER|3
2977|CH502|CH502|TRAILER 624 & TRUCK BOXES|67
2978|C077A  (A)|64444|ACADEMY PRINCIPAL'S DESK|62
2979|C068A  (A)|26442|M&G @ BJU OFFICE CREDENZA|12
2980|C010A|64246|PRINT SHOP RECEPTIONIST DESK|23
2981|P700|MASTER|SMALL MASTER PAD LOCK|38
2982|JAA150|LA78769|UP APARTMENT 146|57
2983|TC867|TC867|WELCOME CENTER FINGER PRINT|38
2984|HON319|HUDSON|BJES FINE ARTS ANNEX ART FILE|67
2985|GF379|40402|VENDING OFFICE DESK|159
2986|C011A|64242|WHM 112, DIST CENTER KEY BOX|67
2987|T598  (FA)|T598|FINE ARTS RTV FILE CABINET|13
2988|2|6633|BJES ROOM 2A FILE CABINET|66
2989|9|6624|FINE ARTS STUDIO 206 DESK|13
2990|22|6303|JUNIOR HIGH OFFICE DESK|59
2991|24|6312|DIRECTOR OF MINISTRIES DESK|3
2992|25|6315|JUNIOR HIGH LIBRARY BOOK DROP|59
2993|28|6393|CABINET SHOP VAN CABINETS|44
2994|HON424|HUDSON|ALUMNI CMR LAB FILE CAB F|37
2995|35|6402|BJES PC & BC COMPUTER CABINET|43
2996|51|6201|ALUMNI OFFICE 28 FILE CABINET|37
2997|52|6204|ALUMNI OFFICE 31 FILE CABINET|37
2998|53|6231|ALUMNI OFFICE 33 FILE CABINET|37
2999|54|6234|ALUMNI OFFICE 34 FILE CABINET|37
3000|55|6210|ALUMNI OFFICE 33 FILE CABINET|37
3001|2X07|CHICAGO|ALUMNI OFFICE 34 FILE CABINET|37
3002|63|6597|ALUMNI OFFICE 32 FILE CABINET|37
3003|709|MASTER|AIR & WATER BOX AT GAS PUMP|67
3004|HON419|HUDSON|WHM 207 FILE CABINET|67
3005|1A153|EAGLE|DESK COSTUME|16
3006|146R|ESP|FILE CABINET|40
3007|XGG5|LL52749|LIBRARY DOOR ALARMS|36
3008|FR360|102AM|WHM 103 WEST AREA OFFICE DESK|66
3009|1MC1|CHICAGO|OFFICE FILE CABINET|37
3010|1X3|1X3|FINE ARTS STUDIO 230 FILE CAB|13
3011|1X78|1X78|DORMATORIES FILE CABINET|29
3012|10L003|25234|PADLOCKS ON COMPUTERS|36
3013|10L003A|25236|ALUMNI MEDIA CENTER COMP PAD|37
3014|10L072|53123|DINING COMMON BASEMENT FREEZE|159
3015|HON368|HUDSON|ALUMNI CMR LAB FILE CAB B|37
3016|10L321|41210|PRESS WAREHOUSE PADLOCKS|47
3017|FO12|LA58145|SIDDONS ROOM 216, LOST&FOUND|7
3018|JL1|LG52743|LINC ENGINEER'S OFFICE|47
3019|JL2|LG72743|LINC OFFICE|47
3020|T140|T140|FILE IN BRENT HONSHELL'S OFF|40
3021|10L750|MASTER|SAS TRADE BUILDING OVERHEAD|47
3022|10L803|60501|PADLOCKS|66
3023|ML44|54767|WELD SHOP PADLOCK, LOCKER|34
3024|101|27|ALUMNI OFFICE 90 FILE CABINET|37
3025|102    (A)|102|ALUMNI OFFICE 90 FILE CABINET|37
3026|103|105|ALUMNI OFFICE 89 FILE CABINET|37
3027|1031F8|YALE|CABINET SHOP STOCK ROOM CABS|44
3028|104|132|ALUMNI OFFICE 89 FILE CABINET|37
3029|JL3|LG92743|LINC STUDIOS & EXTERIOR|47
3030|105|135|ALUMNI OFFICE 88 FILE CABINET|37
3031|106|120|ALUMNI OFFICE 88 FILE CABINET|37
3032|107    (A)|3210|ALUMNI OFFICE 87 FILE CABINET|37
3033|108|126|ALUMNI OFFICE 87 FILE CABINET|37
3034|109|201|ALUMNI OFFICE 86 FILE CABINET|37
3035|110    (A)|4020|ALUMNI OFFICE 86 FILE CABINET|37
3036|111|231|ALUMNI / GFA FILE CABINET|37
3037|112|234|ALUMNI OFFICE 85 FILE CABINET|37
3038|113|210|ALUMNI OFFICE FILE/ANNEX DESK|37
3039|JL4|LG12743|LINC MASTER CONTROL ROOM|47
3040|114|240|ALUMNI OFFICE 84 FILE CABINET|37
3041|115|213|ALUMNI OFFICE 83 FILE CABINET|37
3042|116|243|ALUMNI FILE / WEL. CNT DESK|37
3043|11665|LA11665X|APPLIED STUDIES VEND STORAGE|25
3044|117    (A)|216|ALUMNI / ACADEMY FILE CABINET|37
3045|118|246|ALUMNI / GFA FILE CABINET|37
3046|119    (A)|207|ALUMNI OFFICE 81 FILE CABINET|37
3047|120|237|ALUMNI OFFICE 81 FILE CABINET|37
3048|GBB|GBB|GYM BULLETIN BOARDS BY LR'S|21
3049|121|7602|ALUMNI OFFICE 80 FILE CABINET|37
3050|122|7605|ALUMNI OFFICE 80 FILE CABINET|37
3051|123|7632|ALUMNI OFFICE 79 FILE CABINET|37
3052|124|7635|ALUMNI OFFICE 79 FILE CABINET|37
3053|GFA2|GFA1|GFA CABINET (MOSS)|150
3054|125|7695|ALUMNI OFFICE 78 FILE CABINET|37
3055|126|7620|ALUMNI OFFICE 78 FILE CABINET|37
3056|127|7623|ALUMNI OFFICE 77 FILE CABINET|37
3057|128|7683|ALUMNI OFFICE 77 FILE CABINET|37
3058|JL5|LG52943|LINC ED TECH DIRECTOR'S OFFIC|47
3059|129|7626|ALUMNI OFFICE 76 FILE CABINET|37
3060|130|7686|ALUMNI OFFICE 76 FILE CABINET|37
3061|1305   (L)|A-H|LIBRARY COMPUTER LAB DESK|36
3062|V6|V6|MEDIA CENTER FACULTY OVERRIDE|37
3063|131|3402|ALUMNI OFFICE 75 FILE CABINET|37
3064|HON337|HUDSON|ALUMNI CMR LAB FILE CAB C|37
3065|1312|CHICAGO|BACK OF DISPLAY REFRIDGES|14
3066|1313|CHICAGO|PRINT SHOP PAYROLL FILE CAB|23
3067|1314|CHICAGO|REFRIDGERATOR #3|14
3068|LL231|LL231|WHM 112, CENTRAL RECEIVE DESK|67
3069|1318|A-H|USHERS DESK|15
3070|132|3405|ALUMNI OFFICE 75 FILE CABINET|37
3071|133|3432|ALUMNI OFFICE 74 FILE CABINET|37
3072|134|3435|ALUMNI OFFICE 74 FILE CABINET|37
3073|135|3495|ALUMNI OFFICE 73 FILE CABINET|37
3074|1353|FORT LOCK|FINE ARTS VIDEO CART|13
3075|JLA JGA|LG32543|LINC MASTER KEY|47
3076|136|3420|ALUMNI OFFICE 73 FILE CABINET|37
3077|1369|1369|NEW CHEMICAL STORAGE BUILDING|42
3078|137|3423|ALUMNI OFFICE 72 FILE CABINET|37
3079|138|3483|ALUMNI OFFICE 72 FILE CABINET|37
3080|139|3426|ALUMNI OFFICE 71 FILE CABINET|37
3081|1398|FORT LOCK|SOCIAL PARLOR FOOSBALL TABLE|14
3082|HON366 (A)|HUDSON|ALUMNI CMR LAB FILE CAB D|37
3083|140|3486|ALUMNI OFFICE 71 FILE CABINET|37
3084|141|3636|ALUMNI OFFICE 69 FILE CABINET|37
3085|143|3630|ALUMNI OFFICE 69 FILE CABINET|37
3086|144|3606|ALUMNI OFFICE 69 FILE CABINET|37
3087|145|3603|ALUMNI OFFICE 68 FILE CABINET|37
3088|146|3600|ALUMNI CABINET / M&G FILE|37
3089|147|3612|ALUMNI OFFICE 67 FILE CABINET|37
3090|1471|YALE|WHM 207 FILE CABINET|67
3091|148|3615|ALUMNI OFFICE 67 FILE CABINET|37
3092|149|3624|ALUMNI OFFICE 66 FILE CABINET|37
3093|150|3621|ALUMNI OFFICE 66 FILE CABINET|37
3094|15021|15021|SUPPLY CABINET|40
3095|151|3693|ALUMNI OFFICE 65 FILE CABINET|37
3096|152|3696|ALUMNI OFFICE 65 FILE CABINET|37
3097|152X|152X|USHERS FILE DRESSING RM|15
3098|153|3642|ALUMNI OFFICE 64 FILE CABINET|37
3099|154|3645|ALUMNI OFFICE 64 FILE CABINET|37
3100|155|3627|ALUMNI OFFICE 63 FILE CABINET|37
3101|156|3684|ALUMNI OFFICE 63 FILE CABINET|37
3102|157|3687|ALUMNI OFFICE 62 FILE CABINET|37
3103|158|3036|ALUMNI OFFICE 62 FILE CABINET|37
3104|159|3033|ALUMNI OFFICE 61 FILE CABINET|37
3105|160|3030|ALUMNI OFFICE 61 FILE CABINET|37
3106|161|3006|ALUMNI OFFICE 60 FILE CABINET|37
3107|162|3003|ALUMNI OFFICE 60 FILE CABINET|37
3108|163|3012|ALUMNI OFFICE 59 FILE CABINET|37
3109|164|3015|ALUMNI OFFICE 59 FILE CABINET|37
3110|165|3024|ALUMNI OFFICE 58 FILE CABINET|37
3111|166|3021|ALUMNI OFFICE 58 FILE CABINET|37
3112|167|3042|ALUMNI OFFICE 57 FILE CABINET|37
3113|168|3045|ALUMNI OFFICE 57 FILE CABINET|37
3114|ML45|74767|WELD SHOP PADLOCK, LOCKER|34
3115|169|3027|ALUMNI OFFICE 56 FILE CABINET|37
3116|170|3501|ALUMNI OFFICE 56 FILE CABINET|37
3117|171|3504|ALUMNI OFFICE 55 FILE CABINET|37
3118|172|3507|ALUMNI / SOCIAL POOL TABLE|37
3119|173|3531|ALUMNI OFFICE 54 FILE CABINET|37
3120|174|3534|ALUMNI OFFICE 54 FILE CABINET|37
3121|175|3537|ALUMNI OFFICE 53 FILE CABINET|37
3122|176|3594|ALUMNI OFFICE 53 FILE CABINET|37
3123|177|3597|ALUMNI OFFICE 52 FILE CABINET|37
3124|178|3510|ALUMNI OFFICE 52 FILE CABINET|37
3125|179|3540|ALUMNI OFFICE 51 FILE CABINET|37
3126|180|3513|ALUMNI OFFICE 51 FILE CABINET|37
3127|181|3543|ALUMNI OFFICE 45 FILE CABINET|37
3128|182|3516|ALUMNI OFFICE 45 FILE CABINET|37
3129|183|3546|ALUMNI OFFICE 45 FILE CABINET|37
3130|184|3732|ALUMNI OFFICE 45 FILE CABINET|37
3131|185|3735|ALUMNI OFFICE 44 FILE CABINET|37
3132|186|3795|ALUMNI OFFICE 44 FILE CABINET|37
3133|187|3720|ALUMNI OFFICE 43 FILE CABINET|37
3134|188|3723|ALUMNI OFFICE 43 FILE CABINET|37
3135|189|3783|ALUMNI OFFICE 42 FILE CABINET|37
3136|190|3726|ALUMNI OFFICE 42 FILE CABINET|37
3137|191|3786|ALUMNI OFFICE 41 FILE CABINET|37
3138|192|7302|ALUMNI OFFICE 41 FILE CABINET|37
3139|193|7305|ALUMNI OFFICE 40 FILE CABINET|37
3140|194|7332|ALUMNI OFFICE 40 FILE CABINET|37
3141|195|7335|ALUMNI OFFICE 39 FILE CABINET|37
3142|1953|JG1953|LAUNDRY PADLOCK|24
3143|196|7395|ALUMNI OFFICE 39 FILE CABINET|37
3144|197|7320|ALUMNI OFFICE 38 FILE CABINET|37
3145|198|7323|ALUMNI OFFICE 38 FILE CABINET|37
3146|199|7383|ALUMNI OFFICE 37 FILE CABINET|37
3147|2A36485|2A36485|ELECTRICAL PADLOCK|67
3148|2X02|2X02|ANNEX P ED DEPT FILE|40
3149|2X09|2X09|FILE CAB WMUU / PRESS DIST.|54
3150|2X66103|2X66103|ACADEMY OFFICE B-7 DESK|62
3151|200    (A)|7326|ALUMNI OFFICE 37 FILE CABINET|37
3152|AP1|LK66655X|WHM 102 USED FURNITURE STORE|66
3153|201|7386|ALUMNI OFFICE 36 FILE CABINET|37
3154|2016   (A)|2016|OLD FILMS PADLOCK|16
3155|202|6102|ALUMNI OFFICE 36 FILE CABINET|37
3156|203|NATIONAL|ALUMNI OFFICE 35 FILE CABINET|37
3157|204|6132|ALUMNI OFFICE 35 FILE CABINET|37
3158|205|6135|ALUMNI OFFICE 48 FILE CABINET|37
3159|206|6120|ALUMNI OFFICE  1 FILE CABINET|37
3160|207|6123|ALUMNI OFFICE  1 FILE CABINET|37
3161|20705|YALE|ENGINEERING LOCKER|34
3162|208|6126|ALUMNI OFFICE  2 FILE CABINET|37
3163|JLB|LG32743|LINC SUB MASTER KEY|47
3164|209|7122|ALUMNI OFFICE  2 FILE CABINET|37
3165|C607A|2446|CDC CABINETS|5
3166|3856|MASTER|LOCKOUT PADLOCK, DC MULCHER|159
3167|ER11|LA52743|REVEAL ROOM 218|30
3168|HON359|HUDSON|ALUMNI CMR LAB FILE CAB E|37
3169|ER13|LA92743|REVEAL ROOM 211|30
3170|ER14|LA12743|REVEAL ROOM 206|30
3171|210|7125|ALUMNI OFFICE  3 FILE CABINET|37
3172|211|7182|ALUMNI OFFICE  3 FILE CABINET|37
3173|212|7185|ALUMNI OFFICE  4 FILE CABINET|37
3174|213|1236|ALUMNI OFFICE  4 FILE CABINET|37
3175|2135|CHICAGO|MOTOROLA TWO WAY MASTER|67
3176|4754PO|NATIONAL|UP EXTRA MAILBOX|57
3177|214|1233|ALUMNI OFFICE  5 FILE CABINET|37
3178|215|1230|ALUMNI OFFICE  5 FILE CABINET|37
3179|216|1206|ALUMNI OFFICE  6 FILE CABINET|37
3180|217|1203|ALUMNI OFFICE  6 FILE CABINET|37
3181|218|1200|ALUMNI OFFICE  7 FILE CABINET|37
3182|219|1212|ALUMNI OFFICE  7 FILE CABINET|37
3183|220|1215|ALUMNI OFFICE  8 FILE CABINET|37
3184|221|1224|ALUMNI OFFICE  8 FILE CABINET|37
3185|222|1221|ALUMNI OFFICE  9 FILE CABINET|37
3186|223|1242|ALUMNI OFFICE  9 FILE CABINET|37
3187|224|1245|ALUMNI OFFICE 10 FILE CABINET|37
3188|2246|MASTER|UNUSUAL FILMS PAD LOCKS|16
3189|225|1227|ALUMNI OFFICE 10 FILE CABINET|37
3190|2255|FORT LOCK|SOCIAL PARLOR FOOSBALL TABLE|14
3191|226|1284|ALUMNI OFFICE 11 FILE CABINET|37
3192|227|1287|ALUMNI OFFICE 11 FILE CABINET|37
3193|228|7536|ALUMNI OFFICE 12 FILE CABINET|37
3194|229|7533|ALUMNI OFFICE 12 FILE CABINET|37
3195|230|7530|ALUMNI OFFICE 25 FILE CABINET|37
3196|231|7506|ALUMNI OFFICE 25 FILE CABINET|37
3197|232|7503|ALUMNI OFFICE 26 FILE CABINET|37
3198|233|7500|ALUMNI OFFICE 26 FILE CABINET|37
3199|23341|LC23341YAL|AUTO BODY TOOLS|149
3200|234|7512|ALUMNI OFFICE 28 FILE CABINET|37
3201|HON328|HUDSON|ALUMNI CMR LAB FILE CAB A|37
3202|235|7515|ALUMNI OFFICE 28 FILE CABINET|37
3203|236|7524|ALUMNI OFFICE 28 FILE CABINET|37
3204|237|7521|ALUMNI OFFICE 30 FILE CABINET|37
3205|238|7593|ALUMNI OFFICE 32 FILE CABINET|37
3206|FR428|353151|PRESS WHSE, CHEMICAL CABINET|23
3207|2387|CORBIN|FMA LIGHT BOARD|16
3208|239|7596|ALUMNI OFFICE 25 FILE CABINET|37
3209|FR327|CHICAGO|ROLLY'S CABINET|47
3210|240|7542|ALUMNI OFFICE 31 FILE CABINET|37
3211|2402|MASTER|PADLOCK|67
3212|119R|ESP|WHM 211 PRESS FILE CABINET|68
3213|241|7545|ALUMNI OFFICE 55 FILE CABINET|37
3214|242|ROYAL 242|RESUSE ANNE|21
3215|C153A|64464|UNUSUAL FILMS OFFICE DESK|16
3216|ESCP8|E614785|SHEPHERDS CARE ROOM 101|
3217|PSA|LK32569|PRINT SHOP / WAREHOUSE MASTER|23
3218|27072|DUO|PAINT SHOP LOCKER 33|44
3219|27075|DUO|PAINT SHOP LOCKER 47|44
3220|27076|DUO|GROUNDS MAINTENANCE LOCKER 46|49
3221|27079|DUO|PAINT SHOP LOCKER 43|44
3222|27080|DUO|PAINT SHOP LOCKER 42|44
3223|27081|DUO|PAINT SHOP LOCKER 41|44
3224|27082|DUO|PAINT SHOP LOCKER 40|44
3225|27089|DUO|PAINT SHOP LOCKER 48|44
3226|PSB|LK32769|PRESS WAREHOUSE MASTER|23
3227|2730|MASTER|CONSTRUCTION TOOL BOX|68
3228|27747|27747|SOAP BOX C WING|39
3229|293|FORT LOCK|BULLETIN BOARD BY 205 & 208|37
3230|129R|ESP|WHM 211 PRESS FILE CABINET|68
3231|MM150|MM150|BJES PIANO STUDIO FILE CAB|43
3232|PSC|LK32969|PRINT SHOP MASTER|23
3233|PS11|LK52769|PRESS WHSE MANAGER'S OFFICE|23
3234|30014|ON GUARD|ANNEX PRESS SAVIN COPIER|40
3235|30022|DUO|PAINT SHOP LOCKER 53|44
3236|30023|DUO|PAINT SHOP LOCKER 54|44
3237|30024|DUO|PAINT SHOP LOCKER 55|44
3238|30029|DUO|PAINT SHOP LOCKER 85|44
3239|30030|DUO|PAINT SHOP LOCKER 86|44
3240|30034|DUO|PAINT SHOP LOCKER 82|44
3241|30035|DUO|PAINT SHOP LOCKER 81|44
3242|30036|DUO|GROUNDS MAINTENANCE LOCKER 80|49
3243|D117|NATIONAL|WHM 204A PRESS TESTING FILE|67
3244|30215|DUO|PAINT SHOP LOCKER 29|44
3245|30218|DUO|PAINT SHOP LOCKER 32|44
3246|303|5631|BJES LIBRARY COMPUTER CABINET|43
3247|305    (A)|YALE 12|DESK COSTUME ROOM|16
3248|30722|DUO|PAINT SHOP LOCKER 18|44
3249|30723|DUO|PAINT SHOP LOCKER 19|44
3250|30726|DUO|GROUNDS MAINTENANCE LOCKER  9|49
3251|30727|DUO|GROUNDS MAINTENANCE LOCKER 10|49
3252|30728|DUO|GROUNDS MAINTENANCE LOCKER 11|49
3253|30730|DUO|PAINT SHOP LOCKER 14|44
3254|30731|DUO|PAINT SHOP LOCKER 15|44
3255|30733|DUO|GROUNDS MAINTENANCE LOCKER  4|49
3256|30734|DUO|GROUNDS MAINTENANCE LOCKER  5|49
3257|30735|DUO|GROUNDS MAINTENANCE LOCKER  6|49
3258|PS12|LK72769|PRESS WHSE GENERAL OFFICES|23
3259|30737|DUO|GROUNDS MAINTENANCE LOCKER  8|49
3260|30738|DUO|PAINT SHOP LOCKER  1|44
3261|30739|DUO|PAINT SHOP LOCKER  2|44
3262|P636|MASTER|LOCKOUT PADLOCK|66
3263|HON397|HUDSON|AUTO SHOP FILE CABINET|149
3264|3206|MASTER|FILMS PADLOCK|16
3265|PS13|LK92769|PRESS WAREHOUSE GENERAL|23
3266|HON390|42311|ED TECH FILE CABINET|47
3267|325A|FORT LOCK|SHARPS DISPOSAL BOX - NIU|20
3268|HON323|HUDSON|ALUMNI CMR LAB EMLS FILE A|37
3269|3312|MASTER|COGEN, OVERHEAD DOOR|34
3270|PS14|LK52969|PRINT SHOP CONFERENCE ROOM|23
3271|3423|MASTER|LADDERS AREA MAINT|68
3272|KK133|KK133|SHARPS CONTAINERS|4
3273|3438|4152|PUBLIC SAFETY GUN CABINET|38
3274|FO15|LA92745|SIDDONS ROOM 225|7
3275|PR21|LA98185|WHM 204 PRESS MURRY    OFFICE|67
3276|3471|5223|LANDSCAPE PAD LOCKS|68
3277|35079|GEM|ART GALLERY ALARM KEY|12
3278|357|7221|FINANCIAL AID FILE|3
3279|PS15|LK92969|PRINT SHOP EXTERIOR DOORS|23
3280|MM165|ESP|WHM 207 PRESS DESK|67
3281|3652|MASTER|WHM C11,TELE/ELEC POWER ROOM|68
3282|FR363|CHICAGO|SAFETY SERVICES CABINET|40
3283|SSM|LN61274|SUPER SPECIAL MASTEKEY|66
3284|JAA110|LA72169|UP APARTMENT 126|55
3285|3861|MASTER|NOT IN USE AT PRESENT TIME|66
3286|P315|MASTER|LOCKOUT PADLOCK|67
3287|4T13799|CORBIN|STAGE MANAGER DESK|15
3288|BSHB|C30527|BRASHIER MASTER|155
3289|4X3884|980068 COR|OLD REFRIGERATOR MASTER|159
3290|4X5|4X5|FINE ARTS STUDIO   8 FILE CAB|13
3291|4X6|4X6|FINE ARTS ROOM 20 FILE CAB|13
3292|40128|ACE|WHM 108, DISPATCH KEY CABINET|67
